alpha,conflict,beta,error,addrstreet,amenity,building,denomination,name,religion,tourism,nameen,opening_hours,wheelchair,wikidata,wikipedia,buildinglevels,roofshape,addrhousenumber,addrpostcode,namezh,service_times,namede,source,alt_name,namefr,nameru,importance,historic,nameit,addrcity,loc_name,short_name,namela,community,communityen,communityfr,communitygender,communityit,note,old_name,addrcountry,website,description,office,operator,residential,rooflevels,architect,refnolli,shop,historiccivilization,historicperiod,alt_namela,official_namela,ruins,layer,descriptionhu,namehu,alt_nameru,level,nameca,namecs,nameel,namees,nameet,namehi,namehr,nameko,namemk,namenl,namepl,namesk,namesl,indoor,room,start_date,architectwikidata,architectwikipedia,buildingarchitecture,wikimedia_commons,buildingcolour,buildingmaterial,height,roofmaterial,alt_namenl,start,alt_nameit,barrier,fixme,information,monasterytype,healthcare,fax,phone,dispensing,accesscovid19,opening_hourscovid19,drive_through,brand,amperage,voltage,brandwikidata,brandwikipedia,capacity,operatorwikidata,operatorwikipedia,refenelcode,refenelserial_number,email,outdoor_seating,deliverycovid19,takeawaycovid19,contactphone,fountain,image,check_date,disused,descriptionde,access,fee,official_name,internet_access,stars,internet_accessfee,addrfloor,smoking,cuisine,rooms,addrsuburb,contactemail,contactwebsite,paymentamerican_express,paymentcoins,paymentdiners_club,paymentjcb,paymentmaestro,paymentmastercard,paymentvisa,contactfax,air_conditioning,addrunit,paymentcash,paymentcredit_cards,paymentvisa_debit,paymentvisa_electron,bar,contactfacebook,paymentbitcoincash,refvatin,contactinstagram,opening_date,awardhotelstars,spa,bicycleconditional,network,railway,bicycle,platforms,public_transport,station,subway,bench,bin,bus,highway,internet_accessoperator,internet_accessssid,lit,networkwikidata,networkwikipedia,ref,shelter,tactile_paving,tram,namehe,nameja,namelt,nameuk,place,servicebicyclerental,inscription,namept,namesv,lanes,oneway,parkinglaneboth,surface,tunnel,covered,area,artwork_type,direction,memorial,min_height,subjectwikidata,artist_name,artistwikidata,colour,material,traffic_signals,crossing,traffic_signalsdirection,kerb,crossing_ref,button_operated,traffic_signalssound,traffic_signalsvibration,crossingisland,check_datecrossing,kerbleft,kerbright,supervised,wheelchairdescriptionen,trolleybus,route_ref,handrail,incline,inclineforward,ramp,step_count,foot,is_incity,maxspeed,sourcemaxspeed,sidewalk,lanespsvbackward,emergency,motor_vehicle,onewaypsv,psv,taxi,tourist_bus,cyclewayboth,maxspeedtype,check_datelit,odbl,lanespsv,lanespsvforward,busway,onewaybus,parkinglaneright,noname,alt_namecs,parkinglaneleft,hgv,accessconditional,motorcar,footway,service,colonnade,check_datetactile_paving,parkingconditionboth,horse,Unnamed: 107
highway,highway building landuse,residential,no,,,,,Piazza di Monte Citorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,,yes,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/10/2021,clean,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via della Colonna Antonina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,,yes,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/10/2021,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Largo Chigi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,residential,,,yes,,,,,,,,,,,,,,,,2.0,yes,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,IT:urban,right,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via dei Sabini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via di San Claudio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Via di S. Claudio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,2.0,yes,,cobblestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,IT:urban,both,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via del Bufalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roma,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via del Pozzetto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via dei Serviti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roma,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via degli Avignonesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via del Boccaccio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Zucchelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,,yes,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Piazza Colonna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,right,,yes,private,,yes,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Mario Pagano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Giosu?Â¿ Carducci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Silvio Spaventa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Emilia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Molise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Versilia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,cobblestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via degli Artisti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roma,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Corso d'Italia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via dell'Archetto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Calatafimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,,,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Calatafimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,,,,cobblestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Piave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,yes,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Augusto Valenziani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,1.0,yes,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Goito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,2.0,yes,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roma,50.0,,both,1.0,,,,,,,no,,,,,,opposite_lane,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Salita di San Nicola da Tolentino,,,,,,,,,,,,,,,,,,,,,,,,Salita di S. Nicola da Tolentino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,cobblestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Piazza Augusto Imperatore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,2.0,no,,cobblestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Piazza Barberini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piazza Barberina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roma,50.0,IT:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Parigi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,2.0,yes,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via della Mercede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,cobblestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Piazza di San Silvestro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piazza di S. Silvestro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Piazza del Parlamento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,,,,cobblestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,1.0,yes,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Goito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,2.0,yes,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,both,1.0,,,,,,,,,,,,1.0,,no,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via del Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,2.0,,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Piazza di San Silvestro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piazza di S. Silvestro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,2.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Palermo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Palermo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Palermo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Puglie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roma,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Puglie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roma,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
