alpha,conflict,beta,error,addrstreet,amenity,building,denomination,name,religion,tourism,nameen,opening_hours,wheelchair,wikidata,wikipedia,buildinglevels,roofshape,addrhousenumber,addrpostcode,namezh,service_times,namede,source,alt_name,namefr,nameru,importance,historic,nameit,addrcity,loc_name,short_name,namela,community,communityen,communityfr,communitygender,communityit,note,old_name,addrcountry,website,description,office,operator,residential,rooflevels,architect,refnolli,shop,historiccivilization,historicperiod,alt_namela,official_namela,ruins,layer,descriptionhu,namehu,alt_nameru,level,nameca,namecs,nameel,namees,nameet,namehi,namehr,nameko,namemk,namenl,namepl,namesk,namesl,indoor,room,start_date,architectwikidata,architectwikipedia,buildingarchitecture,wikimedia_commons,buildingcolour,buildingmaterial,height,roofmaterial,alt_namenl,start,alt_nameit,barrier,fixme,information,monasterytype,healthcare,fax,phone,dispensing,accesscovid19,opening_hourscovid19,drive_through,brand,amperage,voltage,brandwikidata,brandwikipedia,capacity,operatorwikidata,operatorwikipedia,refenelcode,refenelserial_number,email,outdoor_seating,deliverycovid19,takeawaycovid19,contactphone,fountain,image,check_date,disused,descriptionde,access,fee,official_name,internet_access,stars,internet_accessfee,addrfloor,smoking,cuisine,rooms,addrsuburb,contactemail,contactwebsite,paymentamerican_express,paymentcoins,paymentdiners_club,paymentjcb,paymentmaestro,paymentmastercard,paymentvisa,contactfax,air_conditioning,addrunit,paymentcash,paymentcredit_cards,paymentvisa_debit,paymentvisa_electron,bar,contactfacebook,paymentbitcoincash,refvatin,contactinstagram,opening_date,awardhotelstars,spa,bicycleconditional,network,railway,bicycle,platforms,public_transport,station,subway,bench,bin,bus,highway,internet_accessoperator,internet_accessssid,lit,networkwikidata,networkwikipedia,ref,shelter,tactile_paving,tram,namehe,nameja,namelt,nameuk,place,servicebicyclerental,inscription,namept,namesv,lanes,oneway,parkinglaneboth,surface,tunnel,covered,area,artwork_type,direction,memorial,min_height,subjectwikidata,artist_name,artistwikidata,colour,material,traffic_signals,crossing,traffic_signalsdirection,kerb,crossing_ref,button_operated,traffic_signalssound,traffic_signalsvibration,crossingisland,check_datecrossing,kerbleft,kerbright,supervised,wheelchairdescriptionen,trolleybus,route_ref,handrail,incline,inclineforward,ramp,step_count,foot,is_incity,maxspeed,sourcemaxspeed,sidewalk,lanespsvbackward,emergency,motor_vehicle,onewaypsv,psv,taxi,tourist_bus,cyclewayboth,maxspeedtype,check_datelit,odbl,lanespsv,lanespsvforward,busway,onewaybus,parkinglaneright,noname,alt_namecs,parkinglaneleft,hgv,accessconditional,motorcar,footway,service,colonnade,check_datetactile_paving,parkingconditionboth,horse,Unnamed: 107
highway,highway building landuse,residential,no,,,,,Via dei Condotti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,2.0,no,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both,,yes,private,no,yes,yes,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via della Purificazione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,cobblestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roma,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via dei Cappuccini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,cobblestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Genova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,2.0,no,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roma,,,both,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roma,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via della Consulta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,no,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via di San Vitale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,2.0,no,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Salita di Montecavallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Firenze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Cesare Balbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roma,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Venezia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Sallustiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,2.0,yes,,cobblestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Aureliana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Campania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Flavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via delle Convertite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roma,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Rasella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roma,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Antonio Rosmini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Piazza dei Cinquecento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,2.0,yes,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Sallustiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,2.0,,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Piave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,2.0,yes,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,both,1.0,,,no,,,,no,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Boncompagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Belisario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,IT:urban,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Raffaele Cadorna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both,,,,,,,,no,IT:urban,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Piazza Sallustio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Nerva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Abruzzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Collina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via della Frezza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via delle Colonnette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via di Sant'Andrea delle Fratte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Ludovisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,2.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roma,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Liguria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Cadore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Toscana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,2.0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Marche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Aurora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via de' Lucchesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Piazza Barberini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piazza Barberina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roma,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via Umbria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via dei Prefetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,cobblestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via del Parlamento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,2.0,,,cobblestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Via di Campo Marzio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,1.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,Largo della Fontanella di Borghese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,yes,,,,,,,,,,,,,,,,,,,cobblestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
